id,key,db_path,db_name,label_zh,group,mode,source_category,status,note
item_615136813,615136813,Items.615136813,Items.615136813,MainMissions.Act_03.Ignore08.A03_M12,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_658314539,658314539,Items.658314539,Items.658314539,MainMissions.Act_03.Ignore09,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3418332898,3418332898,Items.3418332898,Items.3418332898,MainMissions.Act_03.Ignore09.A03_M05,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1502374294,1502374294,Items.1502374294,Items.1502374294,MainMissions.Act_03.Ignore10,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1145111816,1145111816,Items.1145111816,Items.1145111816,MainMissions.Act_03.Ignore10.A03_M08,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_542167346,542167346,Items.542167346,Items.542167346,MainMissions.Act_03.Mission_01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2436762615,2436762615,Items.2436762615,Items.2436762615,MainMissions.Act_03.Mission_01.IgnoreA03_M01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3109650568,3109650568,Items.3109650568,Items.3109650568,MainMissions.Act_03.Mission_02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_834299528,834299528,Items.834299528,Items.834299528,MainMissions.Act_03.Mission_02.A03_M02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3462311966,3462311966,Items.3462311966,Items.3462311966,MainMissions.Act_03.Mission_03,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1371947613,1371947613,Items.1371947613,Items.1371947613,MainMissions.Act_03.Mission_03.A03_M03,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1345988029,1345988029,Items.1345988029,Items.1345988029,MainMissions.Act_03.Mission_04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2881731127,2881731127,Items.2881731127,Items.2881731127,MainMissions.Act_03.Mission_04.A03_M04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3191096465,3191096465,Items.3191096465,Items.3191096465,MainMissions.Act_03.Mission_06,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1799091101,1799091101,Items.1799091101,Items.1799091101,MainMissions.Act_03.Mission_06.A03_M06,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3375592455,3375592455,Items.3375592455,Items.3375592455,MainMissions.Act_03.Mission_07,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_189257544,189257544,Items.189257544,Items.189257544,MainMissions.Act_03.Mission_07.A03_M07,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1313657061,1313657061,Items.1313657061,Items.1313657061,MainMissions.Act_03.Mission_10,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_127628637,127628637,Items.127628637,Items.127628637,MainMissions.Act_03.Mission_10.A03_M10,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3215500755,3215500755,Items.3215500755,Items.3215500755,MainMissions.Act_04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1422407869,1422407869,Items.1422407869,Items.1422407869,MainMissions.Act_04.Mission_01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1887087972,1887087972,Items.1887087972,Items.1887087972,MainMissions.Act_04.Mission_01.A04_M01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3452004615,3452004615,Items.3452004615,Items.3452004615,MainMissions.Act_04.Mission_02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3506356251,3506356251,Items.3506356251,Items.3506356251,MainMissions.Act_04.Mission_02.A01_M02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3133561233,3133561233,Items.3133561233,Items.3133561233,MainMissions.Act_04.Mission_03,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2961368270,2961368270,Items.2961368270,Items.2961368270,MainMissions.Act_04.Mission_03.A04_M03,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_614648882,614648882,Items.614648882,Items.614648882,MainMissions.Act_04.Mission_04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1250368676,1250368676,Items.1250368676,Items.1250368676,MainMissions.Act_04.Mission_04.A04_M04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1403387044,1403387044,Items.1403387044,Items.1403387044,MainMissions.Act_04.Mission_05,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_721107057,721107057,Items.721107057,Items.721107057,MainMissions.Act_04.Mission_05.A04_M05,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3400314142,3400314142,Items.3400314142,Items.3400314142,MainMissions.Act_04.Mission_06,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2323600654,2323600654,Items.2323600654,Items.2323600654,MainMissions.Act_04.Mission_06.A04_M06,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3182140808,3182140808,Items.3182140808,Items.3182140808,MainMissions.Act_04.Mission_07,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3926094299,3926094299,Items.3926094299,Items.3926094299,MainMissions.Act_04.Mission_07.A04_M07,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_756318233,756318233,Items.756318233,Items.756318233,MainMissions.Act_04.Mission_08,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2768610203,2768610203,Items.2768610203,Items.2768610203,MainMissions.Act_04.Mission_08.A04_M08,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3366950213,3366950213,Items.3366950213,Items.3366950213,MainMissions.Act_05,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_560141822,560141822,Items.560141822,Items.560141822,MainMissions.Act_05.Ignore09,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_486887672,486887672,Items.486887672,Items.486887672,MainMissions.Act_05.Ignore09.A05_M03,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3204939869,3204939869,Items.3204939869,Items.3204939869,MainMissions.Act_05.Ignore10,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1141118081,1141118081,Items.1141118081,Items.1141118081,MainMissions.Act_05.Ignore10.A05_M04,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3480057042,3480057042,Items.3480057042,Items.3480057042,MainMissions.Act_05.Mission_01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3724351826,3724351826,Items.3724351826,Items.3724351826,MainMissions.Act_05.Mission_01.A05_M01,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1449403752,1449403752,Items.1449403752,Items.1449403752,MainMissions.Act_05.Mission_02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3046767453,3046767453,Items.3046767453,Items.3046767453,MainMissions.Act_05.Mission_02.A05_M02,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_705646266,705646266,Items.705646266,Items.705646266,test,mission_xp_main,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_486596791,486596791,Items.486596791,Items.486596791,Difficulty,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1052485308,1052485308,Items.1052485308,Items.1052485308,Difficulty.Easy,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3066831865,3066831865,Items.3066831865,Items.3066831865,Difficulty.Hard,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2674701184,2674701184,Items.2674701184,Items.2674701184,Difficulty.Medium,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_259511390,259511390,Items.259511390,Items.259511390,DrivingJobs,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1207405678,1207405678,Items.1207405678,Items.1207405678,Lair,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_478524244,478524244,Items.478524244,Items.478524244,MobTrap,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_788167442,788167442,Items.788167442,Items.788167442,Portal,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1703776408,1703776408,Items.1703776408,Items.1703776408,Portal.Hacking,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_330420899,330420899,Items.330420899,Items.330420899,Portal.Hacking.Big,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1298258877,1298258877,Items.1298258877,Items.1298258877,Portal.Hacking.Big.Hacker_HackSuccess,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_760318760,760318760,Items.760318760,Items.760318760,Portal.Hacking.Med,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3250004572,3250004572,Items.3250004572,Items.3250004572,Portal.Hacking.Med.HackerBonus_VictimKilled,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2125874876,2125874876,Items.2125874876,Items.2125874876,Portal.Hacking.Med.Hacker_VictimKilled,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3001407019,3001407019,Items.3001407019,Items.3001407019,Portal.Hacking.Med.VictimBonus_HackerKilled,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1157573249,1157573249,Items.1157573249,Items.1157573249,Portal.Hacking.Med.Victim_Detected,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_426514073,426514073,Items.426514073,Items.426514073,Portal.Hacking.Med.Victim_HackerKilled,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4144824723,4144824723,Items.4144824723,Items.4144824723,Portal.Hacking.Small,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2385440985,2385440985,Items.2385440985,Items.2385440985,Portal.Hacking.Small.HackerBonus_HackerEscape,mission_xp_side,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
